ID,Name_lang
1,暗月馬戲團
5,煙火慶典
6,荊棘谷釣魚大賽
7,啤酒節
9,愛就在身邊
11,仲夏火焰節慶
12,壯麗的煙火大會
13,兒童週
14,冬幕節
15,貴族花園
16,萬鬼節
17,收穫節
18,新年慶典
21,海盜節
22,戰鬥的號角:奧特蘭克山谷
23,戰鬥的號角:阿拉希盆地
24,戰鬥的號角:暴風之眼
25,戰鬥的號角:戰歌峽谷
41,戰鬥的號角:遠祖灘頭
61,巫妖王之怒發行日
81,亡者節
101,旅人豐年祭
121,戰鬥的號角:征服之島
141,怪頭活動
161,卡魯耶克釣魚大賽
162,戰鬥的號角:吉爾尼斯之戰
163,戰鬥的號角:雙子峰
164,"積分戰場: 10v10"
165,"積分戰場: 15v15"
166,"積分戰場: 25v25"
203,魔獸世界7週年紀念
220,魔獸世界8週年紀念
222,戰鬥的號角:碎銀礦坑
223,戰鬥的號角：科特魔古神廟
229,魔獸世界9週年紀念
230,戰鬥的號角:深風峽谷
231,魔獸世界10週年紀念
233,魔獸世界11週年紀念
234,寵物對戰獎勵事件
235,德拉諾地城事件
236,戰場獎勵事件
237,時光漫遊地城事件
238,競技場練習戰獎勵事件
240,頂尖獎勵事件
241,魔獸世界12週年紀念
242,魔獸世界週年慶
243,軍團地城事件
244,世界任務獎勵事件
245,角鷹獸孵化日
246,志願守衛節
247,暗黑破壞神20週年紀念
248,甲蟲的呼喚
249,鬥船節
250,瘋狂安戈洛
251,春日氣球節
252,祈倫托旅店大拼酒
253,蝌蚪歷險節
254,白閃菇慶典
255,PvP亂鬥：重力流逝
256,PvP亂鬥：南海鎮大戰塔倫米爾
257,PvP亂鬥：戰歌大亂鬥
258,時尚大考驗
259,拍賣場跳舞派對
260,魔獸世界13週年紀念
261,梟獸節
262,PvP亂鬥：阿拉希暴風雪
263,PvP亂鬥：深風峽谷籃球賽
264,PvP亂鬥：熱力魔古神廟
265,PvP亂鬥：座無虛席
266,偉大的諾姆瑞根路跑
267,PvP亂鬥：六人對戰
268,PvP亂鬥：影潘決戰場
269,薩格拉斯之墓
270,"7.3 阿古斯之影：第2週解鎖"
271,"7.3 阿古斯之影：第3週解鎖"
272,"7.3 阿古斯之影：第1週"
273,安托洛斯，燃燒王座
19,啤酒節
239,時光漫遊地城事件
